ADDRESSLINE1,CITY,CONTACTFIRSTNAME,CONTACTLASTNAME,COUNTRY,CUSTOMERNAME,DEALSIZE,MONTH_ID,MSRP,ORDERDATE,ORDERLINENUMBER,ORDERNUMBER,PHONE,PRICEEACH,PRODUCTCODE,PRODUCTLINE,QTR_ID,QUANTITYORDERED,SALES,STATUS,TERRITORY2,YEAR_ID
"Drammensveien 126 A, PB 744 Sentrum",Oslo,Jan,Klaeboe,Norway,"Norway Gifts By Mail, Co.",Medium,8,68,8/21/2004 0:00,4,10284,+47 2212 1555,81.86,S32_4289,Vintage Cars,3,50,4093.0,Shipped,EMEA,2004
25 Maiden Lane,Dublin,Dean,Cassidy,Ireland,"Clover Collections, Co.",Small,9,68,9/16/2004 0:00,7,10297,+353 1862 1555,79.8,S32_4289,Vintage Cars,3,28,2234.4,Shipped,EMEA,2004
3758 North Pendale Street,White Plains,Steve,Frick,USA,Mini Classics,Medium,10,68,10/15/2004 0:00,10,10308,9145554562,66.04,S32_4289,Vintage Cars,4,46,3037.84,Shipped,NORTHAME,2004
Garden House Crowther Way,Cowes,Helen,Bennett,UK,giftsbymail.co.uk,Small,11,68,11/1/2004 0:00,2,10316,(198) 555-8888,59.16,S32_4289,Vintage Cars,4,24,1419.84,Shipped,EMEA,2004
Via Ludovico il Moro 22,Bergamo,Giovanni,Rovelli,Italy,Rovelli Gifts,Small,11,68,11/12/2004 0:00,5,10328,035-640555,81.17,S32_4289,Vintage Cars,4,24,1948.08,Shipped,EMEA,2004
"Rambla de Catalu¤a, 23",Barcelona,Eduardo,Saavedra,Spain,Enaco Distributors,Small,11,68,11/24/2004 0:00,3,10340,(93) 203 4555,59.16,S32_4289,Vintage Cars,4,39,2307.24,Shipped,EMEA,2004
2440 Pompton St.,Glendale,Dan,Lewis,USA,Gift Ideas Corp.,Small,12,68,12/4/2004 0:00,7,10353,2035554407,44.51,S32_4289,Vintage Cars,4,40,1780.4,Shipped,NORTHAME,2004
"Monitor Money Building, 815 Pacific Hwy",Chatswood,Adrian,Huxley,Australia,Souveniers And Things Co.,Medium,12,68,12/17/2004 0:00,2,10361,+61 2 9495 8555,72.33,S32_4289,Vintage Cars,4,49,3544.17,Shipped,AUSTRALIA,2004
"67, rue des Cinquante Otages",Nantes,Janine,Labrune,France,La Rochelle Gifts,Medium,2,68,2/3/2005 0:00,4,10375,40.67.8555,82.26,S32_4289,Vintage Cars,1,44,3619.44,Shipped,EMEA,2005
1785 First Street,New Bedford,Violeta,Benitez,USA,FunGiftIdeas.com,Medium,3,68,3/3/2005 0:00,8,10388,5085552555,100.0,S32_4289,Vintage Cars,1,35,3918.95,Shipped,NORTHAME,2005
59 rue de l'Abbaye,Reims,Paul,Henriot,France,Reims Collectables,Small,3,68,3/30/2005 0:00,4,10398,26.47.1555,67.41,S32_4289,Vintage Cars,1,22,1483.02,Shipped,EMEA,2005
7476 Moss Rd.,Newark,William,Brown,USA,Tekni Collectables Inc.,Medium,4,68,4/3/2005 0:00,6,10401,2015559350,77.73,S32_4289,Vintage Cars,2,62,4819.26,On Hold,NORTHAME,2005
Strada Provinciale 124,Reggio Emilia,Maurizio,Moroni,Italy,L'ordine Souveniers,Small,5,68,5/10/2005 0:00,7,10416,0522-556555,61.22,S32_4289,Vintage Cars,2,26,1591.72,Shipped,EMEA,2005
15 McCallum Street - NatWest Center #13-03,Makati City,Arnold,Cruz,Philippines,Cruz & Sons Co.,Medium,3,102,3/3/2003 0:00,16,10108,+63 2 555 3587,100.0,S32_4485,Motorcycles,1,31,3669.78,Shipped,ASIA,2003
59 rue de l'Abbaye,Reims,Paul,Henriot,France,Reims Collectables,Small,5,102,5/7/2003 0:00,3,10121,26.47.1555,86.74,S32_4485,Motorcycles,2,25,2168.5,Shipped,EMEA,2003
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Small,7,102,7/2/2003 0:00,17,10135,4155551450,89.8,S32_4485,Motorcycles,3,30,2694.0,Shipped,NORTHAME,2003
78934 Hillside Dr.,Pasadena,Julie,Young,USA,Toys4GrownUps.com,Medium,8,102,8/25/2003 0:00,4,10145,6265557265,100.0,S32_4485,Motorcycles,3,27,3251.34,Shipped,NORTHAME,2003
7734 Strong St.,San Francisco,Julie,Brown,USA,Corporate Gift Ideas Co.,Small,10,102,10/10/2003 0:00,12,10159,6505551386,100.0,S32_4485,Motorcycles,4,23,2347.15,Shipped,NORTHAME,2003
201 Miller Street,North Sydney,Anna,O'Hara,Australia,"Anna's Decorations, Ltd",Medium,11,102,11/4/2003 0:00,12,10169,02 9936 8555,100.0,S32_4485,Motorcycles,4,34,3920.88,Shipped,AUSTRALIA,2003
"184, chausse de Tournai",Lille,Martine,Rance,France,Daedalus Designs Imports,Small,11,102,11/11/2003 0:00,7,10180,20.16.1555,100.0,S32_4485,Motorcycles,4,22,2514.6,Shipped,EMEA,2003
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,11,102,11/19/2003 0:00,4,10190,(91) 555 94 44,85.72,S32_4485,Motorcycles,4,42,3600.24,Shipped,EMEA,2003
"25, rue Lauriston",Paris,Dominique,Perrier,France,Auto Canal Petit,Medium,1,102,1/15/2004 0:00,12,10211,(1) 47.55.6555,100.0,S32_4485,Motorcycles,1,37,4040.03,Shipped,EMEA,2004
"184, chausse de Tournai",Lille,Martine,Rance,France,Daedalus Designs Imports,Medium,2,102,2/21/2004 0:00,5,10224,20.16.1555,100.0,S32_4485,Motorcycles,1,30,3336.9,Shipped,EMEA,2004
2678 Kingston Rd.,NYC,Michael,Frick,USA,Vitachrome Inc.,Medium,4,102,4/5/2004 0:00,5,10237,2125551500,100.0,S32_4485,Motorcycles,2,27,3113.64,Shipped,NORTHAME,2004
"25, rue Lauriston",Paris,Dominique,Perrier,France,Auto Canal Petit,Small,5,102,5/26/2004 0:00,9,10252,(1) 47.55.6555,100.0,S32_4485,Motorcycles,2,25,2832.0,Shipped,EMEA,2004
8616 Spinnaker Dr.,Boston,Juri,Yoshido,USA,Gifts4AllAges.com,Medium,6,102,6/30/2004 0:00,7,10264,6175559555,97.97,S32_4485,Motorcycles,2,34,3330.98,Shipped,NORTHAME,2004
7635 Spinnaker Dr.,Brickhaven,Miguel,Barajas,USA,Online Mini Collectables,Medium,8,102,8/2/2004 0:00,13,10276,6175557555,100.0,S32_4485,Motorcycles,3,38,4304.64,Shipped,NORTHAME,2004
39323 Spinnaker Dr.,Cambridge,Marta,Hernandez,USA,Marta's Replicas Co.,Small,8,102,8/27/2004 0:00,4,10285,6175558555,100.0,S32_4485,Motorcycles,3,26,2600.26,Shipped,NORTHAME,2004
Keskuskatu 45,Helsinki,Matti,Karttunen,Finland,"Toys of Finland, Co.",Medium,9,102,9/30/2004 0:00,7,10299,90-224 8555,100.0,S32_4485,Motorcycles,3,38,4382.16,Shipped,EMEA,2004
Erling Skakkes gate 78,Stavern,Jonas,Bergulfsen,Norway,Baane Mini Imports,Medium,10,102,10/15/2004 0:00,3,10309,07-98 9555,84.7,S32_4485,Motorcycles,4,50,4235.0,Shipped,EMEA,2004
5290 North Pendale Street,NYC,Kee,Kuo,USA,Microscale Inc.,Small,11,102,11/3/2004 0:00,8,10319,2125551957,100.0,S32_4485,Motorcycles,4,22,2626.8,Shipped,NORTHAME,2004
11328 Douglas Av.,Philadelphia,Rosa,Hernandez,USA,Motor Mint Distributors Inc.,Medium,11,102,11/17/2004 0:00,4,10331,2155559857,100.0,S32_4485,Motorcycles,4,32,5026.56,Shipped,NORTHAME,2004
Geislweg 14,Salzburg,Georg,Pipps,Austria,Salzburg Collectables,Small,11,102,11/24/2004 0:00,4,10341,6562-9555,71.02,S32_4485,Motorcycles,4,31,2201.62,Shipped,EMEA,2004
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,12,102,12/7/2004 0:00,5,10355,(91) 555 94 44,100.0,S32_4485,Motorcycles,4,40,4326.8,Shipped,EMEA,2004
4575 Hillside Dr.,New Bedford,Wing C,Tam,USA,Mini Creations Ltd.,Medium,1,102,1/7/2005 0:00,3,10365,5085559555,100.0,S32_4485,Motorcycles,1,22,3425.18,Shipped,NORTHAME,2005
"67, rue des Cinquante Otages",Nantes,Janine,Labrune,France,La Rochelle Gifts,Medium,2,102,2/3/2005 0:00,15,10375,40.67.8555,100.0,S32_4485,Motorcycles,1,41,4701.88,Shipped,EMEA,2005
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Small,3,102,3/4/2005 0:00,12,10390,4155551450,48.98,S32_4485,Motorcycles,1,45,2204.1,Shipped,NORTHAME,2005
Berkeley Gardens 12  Brewery,Liverpool,Elizabeth,Devon,UK,"UK Collectables, Ltd.",Medium,4,102,4/8/2005 0:00,5,10403,(171) 555-2282,100.0,S32_4485,Motorcycles,2,45,5189.4,Shipped,EMEA,2005
Via Ludovico il Moro 22,Bergamo,Giovanni,Rovelli,Italy,Rovelli Gifts,Small,2,43,2/17/2003 0:00,6,10106,035-640555,40.15,S50_1341,Vintage Cars,1,39,1565.85,Shipped,EMEA,2003
636 St Kilda Road,Melbourne,Peter,Ferguson,Australia,"Australian Collectors, Co.",Small,4,43,4/29/2003 0:00,12,10120,03 9520 4555,50.62,S50_1341,Vintage Cars,2,49,2480.38,Shipped,AUSTRALIA,2003
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Small,6,43,6/27/2003 0:00,7,10133,(91) 555 94 44,50.19,S50_1341,Vintage Cars,2,27,1355.13,Shipped,EMEA,2003
4575 Hillside Dr.,New Bedford,Wing C,Tam,USA,Mini Creations Ltd.,Small,8,43,8/10/2003 0:00,1,10143,5085559555,36.66,S50_1341,Vintage Cars,3,34,1246.44,Shipped,NORTHAME,2003
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Small,10,43,10/8/2003 0:00,1,10156,(91) 555 94 44,41.02,S50_1341,Vintage Cars,4,20,820.4,Shipped,EMEA,2003
9408 Furth Circle,Burlingame,Juri,Hirano,USA,Technics Stores Inc.,Small,10,43,10/28/2003 0:00,13,10168,6505556809,51.93,S50_1341,Vintage Cars,4,48,2492.64,Shipped,NORTHAME,2003
3675 Furth Circle,Burbank,Steve,Thompson,USA,West Coast Collectables Co.,Small,12,43,12/1/2003 0:00,1,10199,3105553722,38.4,S50_1341,Vintage Cars,4,29,1113.6,Shipped,NORTHAME,2003
"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Mory,Kentary,Japan,Osaka Souveniers Co.,Small,1,43,1/12/2004 0:00,11,10210,+81 06 6342 5555,41.02,S50_1341,Vintage Cars,1,43,1763.86,Shipped,ASIA,2004
636 St Kilda Road,Melbourne,Peter,Ferguson,Australia,"Australian Collectors, Co.",Small,2,43,2/20/2004 0:00,13,10223,03 9520 4555,46.26,S50_1341,Vintage Cars,1,41,1896.66,Shipped,AUSTRALIA,2004
23 Tsawassen Blvd.,Tsawassen,Elizabeth,Lincoln,Canada,"Royal Canadian Collectables, Ltd.",Small,4,43,4/2/2004 0:00,7,10235,(604) 555-4555,35.35,S50_1341,Vintage Cars,2,41,1449.35,Shipped,NORTHAME,2004
3086 Ingle Ln.,San Jose,Sue,Frick,USA,The Sharp Gifts Warehouse,Small,5,43,5/11/2004 0:00,8,10250,4085553659,51.93,S50_1341,Vintage Cars,2,36,1869.48,Shipped,NORTHAME,2004
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Small,6,43,6/24/2004 0:00,3,10262,(91) 555 94 44,37.97,S50_1341,Vintage Cars,2,49,1860.53,Cancelled,EMEA,2004
"67, rue des Cinquante Otages",Nantes,Janine,Labrune,France,La Rochelle Gifts,Small,7,43,7/23/2004 0:00,13,10275,40.67.8555,45.39,S50_1341,Vintage Cars,3,38,1724.82,Shipped,EMEA,2004
"Drammensveien 126 A, PB 744 Sentrum",Oslo,Jan,Klaeboe,Norway,"Norway Gifts By Mail, Co.",Small,8,43,8/21/2004 0:00,5,10284,+47 2212 1555,51.93,S50_1341,Vintage Cars,3,33,1713.69,Shipped,EMEA,2004
Hansastr. 15,Munich,Michael,Donnermeyer,Germany,"Bavarian Collectables Imports, Co.",Small,9,43,9/15/2004 0:00,1,10296,+49 89 61 08 9555,48.44,S50_1341,Vintage Cars,3,26,1259.44,Shipped,EMEA,2004
3758 North Pendale Street,White Plains,Steve,Frick,USA,Mini Classics,Small,10,43,10/15/2004 0:00,11,10308,9145554562,43.64,S50_1341,Vintage Cars,4,47,2051.08,Shipped,NORTHAME,2004
Garden House Crowther Way,Cowes,Helen,Bennett,UK,giftsbymail.co.uk,Small,11,43,11/1/2004 0:00,3,10316,(198) 555-8888,47.57,S50_1341,Vintage Cars,4,34,1617.38,Shipped,EMEA,2004
Via Ludovico il Moro 22,Bergamo,Giovanni,Rovelli,Italy,Rovelli Gifts,Small,11,43,11/12/2004 0:00,7,10328,035-640555,51.93,S50_1341,Vintage Cars,4,34,1765.62,Shipped,EMEA,2004
"Rambla de Catalu¤a, 23",Barcelona,Eduardo,Saavedra,Spain,Enaco Distributors,Small,11,43,11/24/2004 0:00,4,10340,(93) 203 4555,50.62,S50_1341,Vintage Cars,4,40,2024.8,Shipped,EMEA,2004
2440 Pompton St.,Glendale,Dan,Lewis,USA,Gift Ideas Corp.,Medium,12,43,12/4/2004 0:00,8,10353,2035554407,82.21,S50_1341,Vintage Cars,4,40,3288.4,Shipped,NORTHAME,2004
"Monitor Money Building, 815 Pacific Hwy",Chatswood,Adrian,Huxley,Australia,Souveniers And Things Co.,Small,12,43,12/17/2004 0:00,3,10361,+61 2 9495 8555,82.59,S50_1341,Vintage Cars,4,33,2725.47,Shipped,AUSTRALIA,2004
"67, rue des Cinquante Otages",Nantes,Janine,Labrune,France,La Rochelle Gifts,Medium,2,43,2/3/2005 0:00,5,10375,40.67.8555,65.8,S50_1341,Vintage Cars,1,49,3224.2,Shipped,EMEA,2005
1785 First Street,New Bedford,Violeta,Benitez,USA,FunGiftIdeas.com,Medium,3,43,3/3/2005 0:00,1,10388,5085552555,100.0,S50_1341,Vintage Cars,1,27,3211.38,Shipped,NORTHAME,2005
59 rue de l'Abbaye,Reims,Paul,Henriot,France,Reims Collectables,Small,3,43,3/30/2005 0:00,5,10398,26.47.1555,36.66,S50_1341,Vintage Cars,1,49,1796.34,Shipped,EMEA,2005
7476 Moss Rd.,Newark,William,Brown,USA,Tekni Collectables Inc.,Small,4,43,4/3/2005 0:00,7,10401,2015559350,35.35,S50_1341,Vintage Cars,2,56,1979.6,On Hold,NORTHAME,2005
Strada Provinciale 124,Reggio Emilia,Maurizio,Moroni,Italy,L'ordine Souveniers,Small,5,43,5/10/2005 0:00,8,10416,0522-556555,51.93,S50_1341,Vintage Cars,2,37,1921.41,Shipped,EMEA,2005
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,1,115,1/31/2003 0:00,7,10104,(91) 555 94 44,100.0,S50_1392,Trucks and Buses,1,33,3705.24,Shipped,EMEA,2003
5905 Pompton St.,NYC,Maria,Hernandez,USA,Classic Legends Inc.,Small,4,115,4/4/2003 0:00,3,10115,2125558493,100.0,S50_1392,Trucks and Buses,2,27,2843.91,Shipped,NORTHAME,2003
4092 Furth Circle,NYC,Jeff,Young,USA,Muscle Machine Inc,Medium,6,115,6/3/2003 0:00,9,10127,2125557413,100.0,S50_1392,Trucks and Buses,2,46,6176.42,Shipped,NORTHAME,2003
"Software Engineering Center, SEC Oy",Espoo,Kalle,Suominen,Finland,Suominen Souveniers,Medium,8,115,8/1/2003 0:00,3,10141,+358 9 8045 555,100.0,S50_1392,Trucks and Buses,3,44,5500.44,Shipped,EMEA,2003
Torikatu 38,Oulu,Pirkko,Koskitalo,Finland,"Oulu Toy Supplies, Inc.",Medium,9,115,9/21/2003 0:00,1,10151,981-443655,100.0,S50_1392,Trucks and Buses,3,26,3220.1,Shipped,EMEA,2003
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.",Medium,10,115,10/22/2003 0:00,10,10165,+65 221 7555,94.92,S50_1392,Trucks and Buses,4,48,4556.16,Shipped,ASIA,2003
Strada Provinciale 124,Reggio Emilia,Maurizio,Moroni,Italy,L'ordine Souveniers,Medium,11,115,11/6/2003 0:00,9,10176,0522-556555,100.0,S50_1392,Trucks and Buses,4,23,3114.89,Shipped,EMEA,2003
"C/ Romero, 33",Sevilla,Jose Pedro,Roel,Spain,"Iberia Gift Imports, Corp.",Medium,11,115,11/14/2003 0:00,4,10184,(95) 555 82 82,100.0,S50_1392,Trucks and Buses,4,45,4948.2,Shipped,EMEA,2003
3758 North Pendale Street,White Plains,Steve,Frick,USA,Mini Classics,Medium,11,115,11/25/2003 0:00,4,10195,9145554562,100.0,S50_1392,Trucks and Buses,4,49,5161.17,Shipped,NORTHAME,2003
6251 Ingle Ln.,Boston,Valarie,Franco,USA,Diecast Collectables,Small,12,115,12/9/2003 0:00,5,10207,6175552555,94.92,S50_1392,Trucks and Buses,4,28,2657.76,Shipped,NORTHAME,2003
25 Maiden Lane,Dublin,Dean,Cassidy,Ireland,"Clover Collections, Co.",Medium,2,115,2/12/2004 0:00,9,10220,+353 1862 1555,100.0,S50_1392,Trucks and Buses,1,37,3983.05,Shipped,EMEA,2004
Lyonerstr. 34,Frankfurt,Roland,Keitel,Germany,"Blauer See Auto, Co.",Medium,3,115,3/15/2004 0:00,7,10230,+49 69 66 90 2555,100.0,S50_1392,Trucks and Buses,1,34,3974.94,Shipped,EMEA,2004
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Small,5,115,5/5/2004 0:00,3,10246,(91) 555 94 44,100.0,S50_1392,Trucks and Buses,2,22,2928.42,Shipped,EMEA,2004
Village Close - 106 Linden Road Sandown,Singapore,Wendy,Victorino,Singapore,Handji Gifts& Co,Medium,6,115,6/15/2004 0:00,2,10259,+65 224 1555,100.0,S50_1392,Trucks and Buses,2,29,3054.57,Shipped,ASIA,2004
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,7,115,7/20/2004 0:00,3,10271,4155551450,98.39,S50_1392,Trucks and Buses,3,34,3345.26,Shipped,NORTHAME,2004
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Medium,8,115,8/20/2004 0:00,12,10282,4155551450,100.0,S50_1392,Trucks and Buses,3,38,4310.72,Shipped,NORTHAME,2004
897 Long Airport Avenue,NYC,Kwai,Yu,USA,Land of Toys Inc.,Medium,9,115,9/8/2004 0:00,6,10292,2125557818,100.0,S50_1392,Trucks and Buses,3,41,4983.14,Shipped,NORTHAME,2004
39323 Spinnaker Dr.,Cambridge,Marta,Hernandez,USA,Marta's Replicas Co.,Medium,10,115,10/13/2004 0:00,3,10305,6175558555,100.0,S50_1392,Trucks and Buses,4,42,4618.32,Shipped,NORTHAME,2004
Smagsloget 45,Aaarhus,Palle,Ibsen,Denmark,Heintze Collectables,Medium,10,115,10/22/2004 0:00,12,10314,86 21 3555,100.0,S50_1392,Trucks and Buses,4,28,3403.12,Shipped,EMEA,2004
Erling Skakkes gate 78,Stavern,Jonas,Bergulfsen,Norway,Baane Mini Imports,Medium,11,115,11/5/2004 0:00,4,10325,07-98 9555,100.0,S50_1392,Trucks and Buses,4,38,5190.42,Shipped,EMEA,2004
"265, boulevard Charonne",Paris,Marie,Bertrand,France,"La Corne D'abondance, Co.",Medium,11,115,11/20/2004 0:00,8,10336,(1) 42.34.2555,100.0,S50_1392,Trucks and Buses,4,23,3141.57,Shipped,EMEA,2004
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Small,12,115,12/2/2004 0:00,8,10350,(91) 555 94 44,71.4,S50_1392,Trucks and Buses,4,31,2213.4,Shipped,EMEA,2004
59 rue de l'Abbaye,Reims,Paul,Henriot,France,Reims Collectables,Medium,12,115,12/15/2004 0:00,2,10359,26.47.1555,100.0,S50_1392,Trucks and Buses,4,46,4896.7,Shipped,EMEA,2004
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Small,1,115,1/23/2005 0:00,10,10371,4155551450,56.55,S50_1392,Trucks and Buses,1,48,2714.4,Shipped,NORTHAME,2005
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,2,115,2/22/2005 0:00,13,10383,(91) 555 94 44,100.0,S50_1392,Trucks and Buses,1,29,3087.05,Shipped,EMEA,2005
27 rue du Colonel Pierre Avia,Paris,Daniel,Da Cunha,France,Lyon Souveniers,Medium,3,115,3/17/2005 0:00,4,10395,+33 1 46 62 7555,100.0,S50_1392,Trucks and Buses,1,46,5692.96,Shipped,EMEA,2005
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,5,115,5/3/2005 0:00,3,10412,(91) 555 94 44,100.0,S50_1392,Trucks and Buses,2,26,3460.86,Shipped,EMEA,2005
"67, rue des Cinquante Otages",Nantes,Janine,Labrune,France,La Rochelle Gifts,Small,5,115,5/31/2005 0:00,2,10425,40.67.8555,100.0,S50_1392,Trucks and Buses,2,18,1895.94,In Process,EMEA,2005
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Small,1,58,1/31/2003 0:00,2,10104,(91) 555 94 44,53.31,S50_1514,Trains,1,32,1705.92,Shipped,EMEA,2003
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.",Small,4,58,4/16/2003 0:00,11,10117,+65 221 7555,49.21,S50_1514,Trains,2,21,1033.41,Shipped,ASIA,2003
4092 Furth Circle,NYC,Jeff,Young,USA,Muscle Machine Inc,Medium,6,58,6/3/2003 0:00,4,10127,2125557413,69.12,S50_1514,Trains,2,46,3179.52,Shipped,NORTHAME,2003
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Small,8,58,8/8/2003 0:00,14,10142,4155551450,49.79,S50_1514,Trains,3,42,2091.18,Shipped,NORTHAME,2003
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Small,9,58,9/28/2003 0:00,13,10153,(91) 555 94 44,57.41,S50_1514,Trains,3,31,1779.71,Shipped,EMEA,2003
"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Eric,Natividad,Singapore,"Dragon Souveniers, Ltd.",Small,10,58,10/22/2003 0:00,5,10165,+65 221 7555,66.78,S50_1514,Trains,4,38,2537.64,Shipped,ASIA,2003
Strada Provinciale 124,Reggio Emilia,Maurizio,Moroni,Italy,L'ordine Souveniers,Small,11,58,11/6/2003 0:00,4,10176,0522-556555,64.44,S50_1514,Trains,4,38,2448.72,Shipped,EMEA,2003
4575 Hillside Dr.,New Bedford,Wing C,Tam,USA,Mini Creations Ltd.,Small,11,58,11/14/2003 0:00,15,10185,5085559555,48.62,S50_1514,Trains,4,20,972.4,Shipped,NORTHAME,2003
567 North Pendale Street,New Haven,Leslie,Murphy,USA,Super Scale Inc.,Small,11,58,11/26/2003 0:00,7,10196,2035559545,62.09,S50_1514,Trains,4,46,2856.14,Shipped,NORTHAME,2003
"2, rue du Commerce",Lyon,Mary,Saveley,France,"Saveley & Henriot, Co.",Small,1,58,1/2/2004 0:00,15,10208,78.32.5555,65.61,S50_1514,Trains,1,30,1968.3,Shipped,EMEA,2004
25 Maiden Lane,Dublin,Dean,Cassidy,Ireland,"Clover Collections, Co.",Small,2,58,2/12/2004 0:00,4,10220,+353 1862 1555,68.54,S50_1514,Trains,1,30,2056.2,Shipped,EMEA,2004
Lyonerstr. 34,Frankfurt,Roland,Keitel,Germany,"Blauer See Auto, Co.",Small,3,58,3/15/2004 0:00,2,10230,+49 69 66 90 2555,52.14,S50_1514,Trains,1,43,2242.02,Shipped,EMEA,2004
"Software Engineering Center, SEC Oy",Espoo,Kalle,Suominen,Finland,Suominen Souveniers,Medium,5,58,5/5/2004 0:00,4,10247,+358 9 8045 555,63.85,S50_1514,Trains,2,49,3128.65,Shipped,EMEA,2004
7586 Pompton St.,Allentown,Kyung,Yu,USA,Diecast Classics Inc.,Small,7,58,7/20/2004 0:00,4,10272,2155551555,56.82,S50_1514,Trains,3,43,2443.26,Shipped,NORTHAME,2004
5677 Strong St.,San Rafael,Valarie,Nelson,USA,Mini Gifts Distributors Ltd.,Small,8,58,8/20/2004 0:00,7,10282,4155551450,66.78,S50_1514,Trains,3,37,2470.86,Shipped,NORTHAME,2004
897 Long Airport Avenue,NYC,Kwai,Yu,USA,Land of Toys Inc.,Small,9,58,9/8/2004 0:00,1,10292,2125557818,55.07,S50_1514,Trains,3,35,1927.45,Shipped,NORTHAME,2004
Fauntleroy Circus,Manchester,Victoria,Ashworth,UK,"AV Stores, Co.",Small,10,58,10/14/2004 0:00,15,10306,(171) 555-1555,60.34,S50_1514,Trains,4,34,2051.56,Shipped,EMEA,2004
Smagsloget 45,Aaarhus,Palle,Ibsen,Denmark,Heintze Collectables,Small,10,58,10/22/2004 0:00,7,10314,86 21 3555,61.51,S50_1514,Trains,4,38,2337.38,Shipped,EMEA,2004
Erling Skakkes gate 78,Stavern,Jonas,Bergulfsen,Norway,Baane Mini Imports,Medium,11,58,11/5/2004 0:00,7,10325,07-98 9555,100.0,S50_1514,Trains,4,44,5932.96,Shipped,EMEA,2004
5905 Pompton St.,NYC,Maria,Hernandez,USA,Classic Legends Inc.,Small,11,58,11/21/2004 0:00,6,10337,2125558493,100.0,S50_1514,Trains,4,21,2296.77,Shipped,NORTHAME,2004
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Medium,12,58,12/2/2004 0:00,17,10350,(91) 555 94 44,100.0,S50_1514,Trains,4,44,6490.88,Shipped,EMEA,2004
59 rue de l'Abbaye,Reims,Paul,Henriot,France,Reims Collectables,Small,12,58,12/15/2004 0:00,4,10359,26.47.1555,64.93,S50_1514,Trains,4,25,1623.25,Shipped,EMEA,2004
2-2-8 Roppongi,Minato-ku,Akiko,Shimamura,Japan,"Tokyo Collectables, Ltd",Small,1,58,1/26/2005 0:00,9,10372,+81 3 3584 0555,58.58,S50_1514,Trains,1,24,1405.92,Shipped,ASIA,2005
"C/ Moralzarzal, 86",Madrid,Diego,Freyre,Spain,Euro Shopping Channel,Small,2,58,2/22/2005 0:00,10,10383,(91) 555 94 44,60.06,S50_1514,Trains,1,38,2282.28,Shipped,EMEA,2005
27 rue du Colonel Pierre Avia,Paris,Daniel,Da Cunha,France,Lyon Souveniers,Large,3,58,3/17/2005 0:00,3,10395,+33 1 46 62 7555,100.0,S50_1514,Trains,1,45,8977.05,Shipped,EMEA,2005
25593 South Bay Ln.,Bridgewater,Julie,King,USA,Gift Depot Inc.,Medium,5,58,5/5/2005 0:00,4,10413,2035552570,63.85,S50_1514,Trains,2,51,3256.35,Shipped,NORTHAME,2005
15 McCallum Street - NatWest Center #13-03,Makati City,Arnold,Cruz,Philippines,Cruz & Sons Co.,Small,3,81,3/3/2003 0:00,14,10108,+63 2 555 3587,82.99,S50_4713,Motorcycles,1,34,2821.66,Shipped,ASIA,2003
59 rue de l'Abbaye,Reims,Paul,Henriot,France,Reims Collectables,Medium,5,81,5/7/2003 0:00,1,10121,26.47.1555,74.85,S50_4713,Motorcycles,2,44,3293.4,Shipped,EMEA,2003
